,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
246,서울특별시 구로구 개봉동,361-1,361,1,개봉프라자,112.9,201902,21~28,30000,5,1993,개봉로3길
247,서울특별시 구로구 개봉동,270-80,270,80,거성,47.52,201902,11~20,15600,2,1988,개봉로15길
248,서울특별시 구로구 개봉동,Dec-70,70,12,동도센트리움(70-12),116.27600000000001,201902,11~20,40000,10,2002,고척로22길
249,서울특별시 구로구 개봉동,333-6,333,6,비젼,65.73,201902,11~20,18100,4,2000,개봉로17마길
250,서울특별시 구로구 개봉동,470,470,0,삼환,59.4,201902,1~10,38500,8,1995,남부순환로95길
251,서울특별시 구로구 개봉동,170-30,170,30,신개봉삼환,84.99,201902,21~28,45400,10,2001,경인로38길
252,서울특별시 구로구 개봉동,488,488,0,영화 아이닉스,65.71,201902,21~28,41900,23,2005,개봉로1길
253,서울특별시 구로구 개봉동,476,476,0,한마을,123.46,201902,21~28,67000,15,1999,경인로
254,서울특별시 구로구 개봉동,476,476,0,한마을,123.46,201902,21~28,68000,22,1999,경인로
255,서울특별시 구로구 개봉동,478,478,0,한진,84.96,201902,1~10,52000,19,2000,개봉로3길
256,서울특별시 구로구 개봉동,478,478,0,한진,59.95,201902,11~20,41400,18,2000,개봉로3길
257,서울특별시 구로구 고척동,343,343,0,고척월드메르디앙,84.93,201902,21~28,51000,8,2011,중앙로8길
258,서울특별시 구로구 고척동,296,296,0,대우,114.95,201902,21~28,47000,1,1999,고척로52길
259,서울특별시 구로구 고척동,Sep-57,57,9,산업인,48.04,201902,21~28,18000,3,1976,경인로47다길
260,서울특별시 구로구 고척동,320,320,0,센츄리,84.56,201902,1~10,43800,4,1994,중앙로12길
261,서울특별시 구로구 고척동,337,337,0,한일유앤아이,84.98,201902,11~20,43400,8,2005,중앙로15길
262,서울특별시 구로구 구로동,770-52,770,52,(770-52),38.92,201902,21~28,12750,2,1996,구로동로22길
263,서울특별시 구로구 구로동,771-30,771,30,(771-30),30.48,201902,11~20,10500,3,1996,구로동로18길
264,서울특별시 구로구 구로동,777-3,777,3,(777-3)두암호은리버빌,54.02,201902,11~20,22300,2,2002,디지털로27라길
265,서울특별시 구로구 구로동,797-19,797,19,(797-19),35.58,201902,21~28,9000,1,1995,디지털로27라길
266,서울특별시 구로구 구로동,807-26,807,26,(807-26),70.16,201902,21~28,19500,5,1996,구로동로12길
267,서울특별시 구로구 구로동,801-9,801,9,801-9,42.78,201902,11~20,13800,2,1997,도림로
268,서울특별시 구로구 구로동,317-8,317,8,골드마인(가동),71.94,201902,21~28,31300,1,2004,가마산로20다길
269,서울특별시 구로구 구로동,1265,1265,0,구로두산,44.64,201902,11~20,31000,12,1998,도림로
270,서울특별시 구로구 구로동,806-9,806,9,구로아트빌라3동,59.94,201901,21~31,19000,3,1997,도림로3길
271,서울특별시 구로구 구로동,1287,1287,0,구로지웰,59.651,201902,11~20,39700,4,2011,구로동로28길
272,서울특별시 구로구 구로동,1259,1259,0,구일우성,84.49,201902,11~20,46000,5,1998,구일로2길
273,서울특별시 구로구 구로동,1273,1273,0,대림아르빌,84.76,201902,11~20,50500,13,2003,도림천로12길
274,서울특별시 구로구 구로동,1273,1273,0,대림아르빌,84.76,201902,11~20,49500,3,2003,도림천로12길
275,서울특별시 구로구 구로동,107-1,107,1,대림역대성스카이렉스,73.2,201902,21~28,44500,16,2006,공원로
276,서울특별시 구로구 구로동,1257,1257,0,럭키,71.4,201902,21~28,45500,10,1992,도림로
277,서울특별시 구로구 구로동,1263,1263,0,롯데,59.96,201902,1~10,52000,20,1999,새말로
278,서울특별시 구로구 구로동,104-8,104,8,비즈트위트 레드,20.84,201902,1~10,18300,6,2016,가마산로
279,서울특별시 구로구 구로동,256-1,256,1,삼성래미안,109.65100000000001,201902,11~20,77000,10,2004,디지털로31길
280,서울특별시 구로구 구로동,108-2,108,2,새솔금호,84.89,201902,1~10,43000,9,1996,공원로
281,서울특별시 구로구 구로동,108-2,108,2,새솔금호,84.89,201902,1~10,46000,21,1996,공원로
282,서울특별시 구로구 구로동,108-2,108,2,새솔금호,59.9,201902,21~28,35000,9,1996,공원로
283,서울특별시 구로구 구로동,145-23,145,23,성락,57.33,201902,11~20,30000,7,1988,도림로20길
284,서울특별시 구로구 구로동,1275,1275,0,성삼하이츠,58.58,201901,21~31,34500,5,2004,구로중앙로18길
285,서울특별시 구로구 구로동,104-9,104,9,성호메이플라워멤버스빌,31.76,201902,1~10,16000,13,2002,가마산로
286,서울특별시 구로구 구로동,104-9,104,9,성호메이플라워멤버스빌,41.4,201902,1~10,19000,9,2002,가마산로
287,서울특별시 구로구 구로동,Jan-43,43,1,신도림로제리움,16.92,201902,11~20,13900,16,2012,공원로8길
288,서울특별시 구로구 구로동,1267,1267,0,신도림태영타운,84.87,201902,11~20,71900,5,2000,새말로
289,서울특별시 구로구 구로동,108-4,108,4,아스타빌,67.97,201902,21~28,32100,8,2004,가마산로27길
290,서울특별시 구로구 구로동,1279,1279,0,우민늘푸른,84.70200000000001,201902,11~20,49800,2,2004,도림로20길
291,서울특별시 구로구 구로동,110-9,110,9,우원그린빌,84.206,201902,1~10,33800,2,2001,구로중앙로28다길
292,서울특별시 구로구 구로동,685-223,685,223,주공2,32.39,201901,21~31,35000,1,1987,구일로4길
293,서울특별시 구로구 구로동,642-9,642,9,한신,35.277,201901,21~31,27000,3,1988,구일로8길
294,서울특별시 구로구 구로동,685-70,685,70,현대연예인,54.86,201902,11~20,39500,8,1989,구일로4길
295,서울특별시 구로구 구로동,108,108,0,현대파크빌,138.358,201902,11~20,42000,20,1999,공원로
296,서울특별시 구로구 궁동,236-4,236,4,뉴파인,71.43,201902,11~20,29800,6,2007,오리로21길
297,서울특별시 구로구 궁동,143,143,0,다청림102동(143-0),84.09,201902,21~28,34500,2,2012,오리로22나길
298,서울특별시 구로구 신도림동,642,642,0,대림2,134.99,201902,1~10,87000,23,2001,신도림로
299,서울특별시 구로구 신도림동,642,642,0,대림2,84.95,201902,11~20,69500,27,2001,신도림로
300,서울특별시 구로구 신도림동,692,692,0,디큐브시티,84.96,201902,21~28,95000,46,2011,경인로
301,서울특별시 구로구 신도림동,290,290,0,미성,66.03,201901,21~31,46000,6,1987,신도림로11가길
302,서울특별시 구로구 신도림동,695,695,0,신도림 아르디에,18.79,201902,21~28,22100,5,2018,경인로66길
303,서울특별시 구로구 신도림동,435-10,435,10,신도림3차푸르지오,82.8,201902,21~28,75000,3,2007,경인로
304,서울특별시 구로구 신도림동,412-3,412,3,신도림팰러티움,84.94,201902,1~10,52800,3,2006,경인로
305,서울특별시 구로구 신도림동,640,640,0,신성은하수,84.42,201901,21~31,60000,5,1997,경인로66길
306,서울특별시 구로구 신도림동,640,640,0,신성은하수,84.97,201902,21~28,60000,5,1997,경인로66길
307,서울특별시 구로구 오류동,335,335,0,금강,84.96,201902,1~10,28000,3,1996,서해안로34가길
308,서울특별시 구로구 오류동,356,356,0,다청림,15.57,201902,21~28,10000,1,2013,서해안로
309,서울특별시 구로구 오류동,338,338,0,동부골든,105.21,201902,1~10,41000,1,1998,고척로
310,서울특별시 구로구 오류동,338,338,0,동부골든,59.94,201902,21~28,26700,3,1998,고척로
311,서울특별시 구로구 오류동,345,345,0,동선,58.2159,201902,11~20,35000,15,2004,경인로
312,서울특별시 구로구 오류동,34-13,34,13,썬앤빌,14.064,201902,1~10,7700,7,2014,경인로19가길
313,서울특별시 구로구 오류동,Apr-31,31,4,오류동휘버스,83.97,201902,11~20,31000,6,2006,고척로18길
314,서울특별시 구로구 오류동,348,348,0,우림필유,84.99,201901,21~31,49800,8,2005,서해안로
315,서울특별시 구로구 오류동,Jan-46,46,1,이좋은집,36.69,201902,1~10,18700,9,2005,경인로20나길
316,서울특별시 구로구 오류동,51-31,51,31,포스시티,14.29,201902,1~10,9750,16,2014,경인로20길
317,서울특별시 구로구 오류동,51-31,51,31,포스시티,13.69,201902,11~20,9700,13,2014,경인로20길
318,서울특별시 구로구 오류동,06월 01일,6,1,한백고은,84.69,201902,11~20,26000,7,2005,고척로
319,서울특별시 구로구 오류동,341,341,0,한신플러스타운,59.91,201902,21~28,36800,10,2002,고척로
320,서울특별시 구로구 천왕동,281,281,0,천왕연지타운2단지,84.9,201902,1~10,59000,16,2014,오리로
321,서울특별시 구로구 천왕동,281,281,0,천왕연지타운2단지,84.9,201902,11~20,59000,5,2014,오리로
322,서울특별시 구로구 항동,233,233,0,현대홈타운스위트,84.9852,201901,21~31,48000,5,2004,연동로13길
323,서울특별시 구로구 항동,233,233,0,현대홈타운스위트,84.9852,201902,11~20,45300,2,2004,연동로13길
324,서울특별시 금천구 가산동,769,769,0,두산,59.84,201902,1~10,44500,11,1998,가산로
325,서울특별시 금천구 가산동,145-42,145,42,백운한비치(나),66.16,201902,11~20,23000,7,2003,남부순환로108길
326,서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,201901,21~31,40000,6,2002,벚꽃로
327,서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,201902,11~20,38500,21,2002,벚꽃로
328,서울특별시 금천구 독산동,1088,1088,0,독산주공14단지,76.51,201902,11~20,43700,11,1990,한내로
329,서울특별시 금천구 독산동,1088,1088,0,독산주공14단지,38.64,201902,21~28,21000,1,1990,한내로
330,서울특별시 금천구 독산동,883-10,883,10,동은4차,85.58,201902,11~20,32000,1,2004,문성로3길
331,서울특별시 금천구 독산동,1132,1132,0,목화101,59.95,201902,1~10,26400,9,1996,문성로3길
332,서울특별시 금천구 독산동,961-13,961,13,목화102,59.96,201902,11~20,26400,6,1997,문성로1길
333,서울특별시 금천구 독산동,992-37,992,37,세진웰빙102,95.5,201902,21~28,40000,2,2004,독산로92길
334,서울특별시 금천구 독산동,1133,1133,0,진도2차,59.95,201902,1~10,29500,2,1997,두산로
335,서울특별시 금천구 독산동,1136,1136,0,진도3차,59.34,201902,11~20,34900,5,1999,범안로17길
336,서울특별시 금천구 독산동,1136,1136,0,진도3차,59.34,201902,11~20,34700,1,1999,범안로17길
337,서울특별시 금천구 독산동,1093-4,1093,4,한신,89.46,201902,11~20,44800,3,1991,한내로
338,서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,114.84,201902,1~10,45000,18,2004,금하로
339,서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,84.97,201902,11~20,38700,8,2004,금하로
340,서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,84.97,201902,11~20,38500,2,2004,금하로
341,서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,59.34,201902,11~20,31000,5,2004,금하로
342,서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,84.97,201902,11~20,41000,9,2004,금하로
343,서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,114.84,201902,11~20,43000,7,2004,금하로
344,서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,114.84,201902,21~28,42500,5,2004,금하로
345,서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,59.34,201902,21~28,31500,18,2004,금하로
346,서울특별시 금천구 시흥동,1014,1014,0,금광,68.8188,201902,11~20,37800,3,2004,탑골로2길
347,서울특별시 금천구 시흥동,1002-1,1002,1,럭키남서울,41.22,201902,1~10,28800,9,1981,시흥대로47길
348,서울특별시 금천구 시흥동,1002-1,1002,1,럭키남서울,49.75,201902,21~28,39000,5,1981,시흥대로47길
349,서울특별시 금천구 시흥동,1012,1012,0,백운한비치,73.9154,201902,1~10,37900,8,2003,탑골로2길
350,서울특별시 금천구 시흥동,1010,1010,0,벽산,59.94,201902,11~20,30500,7,2000,금하로
351,서울특별시 금천구 시흥동,1010,1010,0,벽산,84.99,201902,21~28,35000,3,2000,금하로
352,서울특별시 금천구 시흥동,1010,1010,0,벽산,59.94,201902,21~28,30000,8,2000,금하로
353,서울특별시 금천구 시흥동,1006,1006,0,벽산3,59.94,201902,21~28,29000,12,1998,탑골로
354,서울특별시 금천구 시흥동,05월 13일,5,13,삼익,84.96,201902,1~10,37800,14,1999,독산로50길
355,서울특별시 금천구 시흥동,806,806,0,시흥동 월드메르디앙,59.89,201902,11~20,34000,7,2006,독산로36길
356,서울특별시 금천구 시흥동,03월 28일,3,28,어울림(3-28),63.79,201902,21~28,16000,4,2005,독산로50길
357,서울특별시 금천구 시흥동,209,209,0,현대(209),82.53,201902,11~20,31100,5,1996,금하로23라길
358,서울특별시 금천구 시흥동,960-6,960,6,힐캐슬,53.01,201901,21~31,16500,5,2012,시흥대로12길
359,서울특별시 노원구 공릉동,753,753,0,길성그랑프리텔아파트,76.4807,201902,1~10,39000,3,2003,동일로191가길
360,서울특별시 노원구 공릉동,670-6,670,6,미라쉘,16.69,201902,11~20,15800,17,2018,화랑로
361,서울특별시 노원구 공릉동,737,737,0,삼익아파트,51.03,201902,21~28,28500,12,1995,공릉로46길
362,서울특별시 노원구 공릉동,493-20,493,20,서경하누리아파트,68.77,201902,1~10,25500,2,2005,동일로183길
363,서울특별시 노원구 공릉동,707,707,0,시영2단지(라이프)아파트,39.6,201902,21~28,26000,8,1994,동일로198가길
364,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,39.6,201902,1~10,21700,15,1994,섬밭로
365,서울특별시 노원구 공릉동,748,748,0,신도1차아파트,81.2768,201902,21~28,53000,17,2002,동일로191가길
366,서울특별시 노원구 공릉동,756,756,0,신성미소지움아파트,84.99600000000001,201902,1~10,46000,7,2004,공릉로42길
367,서울특별시 노원구 공릉동,108,108,0,우방아파트,84.881,201902,11~20,53300,11,2000,노원로
368,서울특별시 노원구 공릉동,569-28,569,28,우성아파트(102동),68.51,201902,1~10,31500,6,2005,동일로179길
369,서울특별시 노원구 공릉동,91,91,0,청솔아파트8,84.65,201902,11~20,53500,9,2000,노원로1가길
370,서울특별시 노원구 공릉동,81,81,0,태강아파트,59.38,201902,1~10,42000,6,1999,공릉로34길
371,서울특별시 노원구 공릉동,727,727,0,풍림아파트B,31.32,201902,1~10,21800,16,2001,섬밭로
372,서울특별시 노원구 공릉동,587-8,587,8,하나플러스,84.92,201902,21~28,38000,3,2004,동일로178길
373,서울특별시 노원구 공릉동,683-14,683,14,한일휴니스빌,13.62,201902,1~10,13400,9,2013,화랑로
374,서울특별시 노원구 공릉동,683-14,683,14,한일휴니스빌,12.42,201902,21~28,14000,12,2013,화랑로
375,서울특별시 노원구 공릉동,230,230,0,현대아파트,86.0,201902,21~28,44800,3,1984,공릉로34길
376,서울특별시 노원구 공릉동,111,111,0,화랑타운아파트,84.65,201902,1~10,57000,4,2000,화랑로51길
377,서울특별시 노원구 공릉동,742,742,0,효성아파트,84.66,201902,1~10,56000,1,1995,화랑로
378,서울특별시 노원구 공릉동,742,742,0,효성아파트,73.18,201902,21~28,44650,3,1995,화랑로
379,서울특별시 노원구 공릉동,106,106,0,효성화운트빌아파트,99.917,201902,1~10,67000,12,2000,노원로
380,서울특별시 노원구 상계동,1270,1270,0,금호타운,84.54,201902,1~10,37000,9,1995,한글비석로46나길
381,서울특별시 노원구 상계동,695,695,0,대림,93.75,201902,1~10,69000,9,1988,동일로221길
382,서울특별시 노원구 상계동,1285,1285,0,동아불암,59.4,201902,1~10,34500,19,1999,덕릉로
383,서울특별시 노원구 상계동,173-1,173,1,벽산,43.35,201902,1~10,24800,5,1989,한글비석로
384,서울특별시 노원구 상계동,173-1,173,1,벽산,75.03,201902,11~20,37000,8,1989,한글비석로
385,서울특별시 노원구 상계동,173-1,173,1,벽산,46.8,201902,11~20,26500,6,1989,한글비석로
386,서울특별시 노원구 상계동,639,639,0,보람1단지,44.33,201902,11~20,26200,12,1988,한글비석로
387,서울특별시 노원구 상계동,639,639,0,보람1단지,54.59,201902,21~28,35000,5,1988,한글비석로
388,서울특별시 노원구 상계동,639,639,0,보람2단지,68.99,201902,1~10,40000,11,1988,한글비석로
389,서울특별시 노원구 상계동,639,639,0,보람2단지,68.99,201902,11~20,38000,8,1988,한글비석로
390,서울특별시 노원구 상계동,1279,1279,0,상계1차중앙하이츠,59.82,201901,21~31,43000,9,1997,노원로28길
391,서울특별시 노원구 상계동,1301,1301,0,상계대림e편한세상,114.34,201901,21~31,46800,8,2002,동일로239길
392,서울특별시 노원구 상계동,765,765,0,상계주공1(고층),59.39,201902,11~20,38300,6,1988,덕릉로
393,서울특별시 노원구 상계동,765,765,0,상계주공1(고층),32.39,201902,11~20,28000,6,1988,동일로213길
394,서울특별시 노원구 상계동,666,666,0,상계주공10(고층),59.28,201902,11~20,40000,2,1988,노원로
395,서울특별시 노원구 상계동,666,666,0,상계주공10(고층),45.9,201902,11~20,38000,7,1988,노원로
396,서울특별시 노원구 상계동,647,647,0,상계주공12(고층),58.01,201902,11~20,38500,10,1988,한글비석로
397,서울특별시 노원구 상계동,637,637,0,상계주공13(고층),45.9,201902,21~28,25000,12,1989,한글비석로54길
398,서울특별시 노원구 상계동,626,626,0,상계주공14(고층),41.3,201902,21~28,25000,3,1989,동일로228길
399,서울특별시 노원구 상계동,626,626,0,상계주공14(저층),62.17,201902,1~10,36900,1,1989,동일로228길
400,서울특별시 노원구 상계동,624,624,0,상계주공16(고층),45.77,201902,11~20,26650,12,1988,동일로227길
401,서울특별시 노원구 상계동,730-2,730,2,상계주공3(고층),59.2,201902,1~10,49000,5,1987,동일로215길
402,서울특별시 노원구 상계동,730-2,730,2,상계주공3(고층),41.3,201902,11~20,30000,4,1987,동일로215길
403,서울특별시 노원구 상계동,730-2,730,2,상계주공3(고층),59.28,201902,21~28,49000,12,1987,동일로215길
404,서울특별시 노원구 상계동,749-5,749,5,상계주공4(고층),32.39,201902,11~20,23000,1,1988,동일로214길
405,서울특별시 노원구 상계동,721,721,0,상계주공5(저층),31.98,201901,21~31,38300,2,1987,동일로216길
406,서울특별시 노원구 상계동,721,721,0,상계주공5(저층),31.98,201902,11~20,38500,2,1987,동일로216길
407,서울특별시 노원구 상계동,721,721,0,상계주공5(저층),31.98,201902,11~20,38600,1,1987,동일로216길
408,서울특별시 노원구 상계동,721,721,0,상계주공5(저층),31.98,201902,11~20,38000,4,1987,동일로216길
409,서울특별시 노원구 상계동,720,720,0,상계주공6(고층),41.3,201902,1~10,34000,3,1988,노해로
410,서울특별시 노원구 상계동,720,720,0,상계주공6(고층),59.39,201902,1~10,47400,11,1988,노해로
411,서울특별시 노원구 상계동,720,720,0,상계주공6(고층),58.01,201902,21~28,47500,14,1988,노해로
412,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),45.9,201902,11~20,37500,6,1988,동일로
413,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),49.94,201902,11~20,44500,14,1988,동일로
414,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),59.39,201902,11~20,50000,4,1988,상계로1길
415,서울특별시 노원구 상계동,691,691,0,상계주공7(고층),49.94,201902,21~28,53000,7,1988,동일로
416,서울특별시 노원구 상계동,670,670,0,상계주공9(고층),58.01,201902,21~28,39200,10,1988,노원로
417,서울특별시 노원구 상계동,1296,1296,0,상록수1단지,53.656000000000006,201902,11~20,29800,5,2002,동일로239나길
418,서울특별시 노원구 상계동,1255,1255,0,은빛1단지,59.95,201902,11~20,38000,11,1998,동일로245길
419,서울특별시 노원구 상계동,1256,1256,0,은빛2단지,59.95,201902,1~10,36500,10,1998,동일로245가길
420,서울특별시 노원구 상계동,1256,1256,0,은빛2단지,39.7,201902,11~20,25000,6,1998,동일로245가길
421,서울특별시 노원구 상계동,1256,1256,0,은빛2단지,39.7,201902,21~28,21150,1,1998,동일로245가길
422,서울특별시 노원구 상계동,1276,1276,0,청암2단지,59.96,201902,11~20,38200,9,2001,덕릉로94가길
423,서울특별시 노원구 상계동,1281,1281,0,코오롱,59.94,201902,11~20,38000,1,1997,노원로26가길
424,서울특별시 노원구 상계동,451,451,0,한신2차,84.92,201902,11~20,41750,13,1988,한글비석로48길
425,서울특별시 노원구 상계동,995,995,0,한신4차,84.84,201902,11~20,36500,9,1995,동일로230길
426,서울특별시 노원구 상계동,1309,1309,0,한일유앤아이,84.991,201902,11~20,54700,15,2005,노원로28길
427,서울특별시 노원구 월계동,775,775,0,대우,99.98,201902,1~10,48000,17,1998,초안산로5길
428,서울특별시 노원구 월계동,436,436,0,동신,71.77,201902,1~10,40000,5,1983,광운로2나길
429,서울특별시 노원구 월계동,436,436,0,동신,71.83,201902,21~28,40500,3,1983,광운로2나길
430,서울특별시 노원구 월계동,940,940,0,동원베네스트,59.854,201902,11~20,37700,5,2005,월계로53길
431,서울특별시 노원구 월계동,13,13,0,미성,50.14,201902,21~28,40000,2,1986,마들로
432,서울특별시 노원구 월계동,320-11,320,11,사슴3,49.5,201902,1~10,33000,14,1995,월계로55길
433,서울특별시 노원구 월계동,13,13,0,삼호3,59.22,201902,1~10,47000,9,1986,마들로
434,서울특별시 노원구 월계동,322-1,322,1,성원(사슴4),39.6,201902,11~20,20000,3,1995,마들로3길
435,서울특별시 노원구 월계동,880,880,0,유원,59.93,201901,21~31,26700,5,1998,덕릉로60길
436,서울특별시 노원구 월계동,780,780,0,청백3,39.84,201902,11~20,19800,8,1998,월계로45가길
437,서울특별시 노원구 월계동,781,781,0,청백4,39.84,201902,11~20,19950,3,1998,월계로45가길
438,서울특별시 노원구 월계동,945,945,0,초안산쌍용스윗닷홈,84.69,201902,11~20,43000,8,2006,덕릉로60길
439,서울특별시 노원구 월계동,926,926,0,한일1,84.94200000000001,201902,11~20,50000,5,1999,석계로15길
440,서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,201902,21~28,49000,2,2002,마들로
441,서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,201902,21~28,60600,7,2002,마들로
442,서울특별시 노원구 중계동,515-2,515,2,건영2,75.02,201902,11~20,44000,14,1991,덕릉로
443,서울특별시 노원구 중계동,586,586,0,건영재건축(586),59.92,201902,11~20,31000,10,1998,덕릉로
444,서울특별시 노원구 중계동,505,505,0,롯데(505),54.48,201902,1~10,39500,7,1989,섬밭로
445,서울특별시 노원구 중계동,361-1,361,1,롯데우성아파트,115.26,201902,1~10,84000,9,1993,노원로22길
446,서울특별시 노원구 중계동,366,366,0,신동아(366),101.94,201902,21~28,84500,5,1993,중계로
447,서울특별시 노원구 중계동,589,589,0,신일,59.97,201902,11~20,31500,4,1998,한글비석로
448,서울특별시 노원구 중계동,369,369,0,주공2,44.52,201902,11~20,26000,5,1992,한글비석로14길
449,서울특별시 노원구 중계동,369,369,0,주공2,44.52,201902,21~28,24800,15,1992,한글비석로14길
450,서울특별시 노원구 중계동,358-2,358,2,주공4,45.77,201902,1~10,28800,11,1991,덕릉로76길
451,서울특별시 노원구 중계동,358-2,358,2,주공4,76.51,201902,11~20,45000,11,1991,덕릉로76길
452,서울특별시 노원구 중계동,359-1,359,1,주공5,58.46,201902,11~20,47000,10,1992,중계로
453,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,201902,1~10,33000,9,1990,동일로207길
454,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.85,201902,11~20,35000,3,1990,동일로207길
455,서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,201902,11~20,26500,3,1991,동일로208길
456,서울특별시 노원구 중계동,512,512,0,중계무지개,59.26,201902,11~20,39000,5,1991,동일로208길
457,서울특별시 노원구 중계동,512,512,0,중계무지개,39.96,201902,11~20,26000,9,1991,동일로208길
458,서울특별시 노원구 중계동,512,512,0,중계무지개,39.96,201902,21~28,23000,1,1991,동일로208길
459,서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,201902,21~28,80000,8,1996,중계로
460,서울특별시 노원구 중계동,598,598,0,한화꿈에그린,84.902,201902,1~10,57000,6,2005,중계로8길
461,서울특별시 노원구 중계동,577,577,0,현대1(4차),84.99,201902,21~28,39800,9,1993,중계로8길
462,서울특별시 노원구 중계동,577,577,0,현대1(4차),77.15,201902,21~28,39500,7,1993,중계로8길
463,서울특별시 노원구 하계동,271-3,271,3,극동,55.72,201902,21~28,35700,14,1988,섬밭로
464,서울특별시 노원구 하계동,353,353,0,우방,59.74,201902,1~10,35000,7,1999,공릉로58길
465,서울특별시 노원구 하계동,270,270,0,우성,127.22,201902,11~20,75000,11,1988,섬밭로
466,서울특별시 노원구 하계동,273,273,0,장미(시영6),54.29,201902,11~20,35000,10,1989,섬밭로
467,서울특별시 노원구 하계동,273,273,0,장미(시영6),54.02,201902,21~28,36000,6,1989,섬밭로
468,서울특별시 노원구 하계동,284,284,0,청구,84.97,201902,1~10,59500,4,1988,공릉로
469,서울특별시 노원구 하계동,284,284,0,청구,70.69,201902,21~28,52000,13,1988,공릉로
470,서울특별시 노원구 하계동,251,251,0,하계1청구,84.6,201902,1~10,62800,10,1997,한글비석로
471,서울특별시 노원구 하계동,354,354,0,학여울청구,59.4,201901,21~31,42500,4,1999,동일로207길
472,서울특별시 노원구 하계동,284,284,0,한신1,27.0,201902,11~20,20500,15,1988,공릉로
473,서울특별시 도봉구 도봉동,655,655,0,래미안도봉,59.25,201902,21~28,44000,4,2005,도봉로170길
474,서울특별시 도봉구 도봉동,595,595,0,럭키,84.86,201901,21~31,34000,12,1992,도봉로169길
475,서울특별시 도봉구 도봉동,641,641,0,서원,40.02,201902,11~20,19700,16,1996,마들로
476,서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201902,21~28,23500,4,1996,마들로
477,서울특별시 도봉구 도봉동,641,641,0,서원,59.51,201902,21~28,30000,15,1996,마들로
478,서울특별시 도봉구 도봉동,01월 30일,30,1,한신,84.94,201902,1~10,37000,6,1995,마들로
479,서울특별시 도봉구 방학동,444-31,444,31,대원그린아파트,46.86,201902,11~20,18400,10,1987,방학로
480,서울특별시 도봉구 방학동,275,275,0,벽산아파트1,63.38,201902,11~20,27500,9,1991,방학로11길
481,서울특별시 도봉구 방학동,496,496,0,벽산아파트2,59.581,201902,11~20,30500,2,1998,시루봉로5길
482,서울특별시 도봉구 방학동,636,636,0,송학휴스테이,51.867,201902,21~28,25000,7,2016,도당로15길
483,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,126.89,201902,1~10,49500,8,1986,방학로
484,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,53.16,201902,1~10,24000,12,1986,시루봉로
485,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,53.16,201902,1~10,25000,9,1986,방학로
486,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,112.49,201902,21~28,41000,2,1986,방학로
487,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,112.49,201902,21~28,40500,12,1986,방학로
488,서울특별시 도봉구 방학동,531,531,0,신동아아파트2,147.48,201902,11~20,49000,2,1992,방학로15길
489,서울특별시 도봉구 방학동,508,508,0,우성아파트2,84.98,201902,1~10,44000,11,1993,해등로
490,서울특별시 도봉구 방학동,508,508,0,우성아파트2,84.98,201902,11~20,37200,3,1993,해등로
491,서울특별시 도봉구 방학동,734,734,0,청구아파트,84.97,201902,11~20,36000,2,1994,시루봉로
492,서울특별시 도봉구 방학동,734,734,0,청구아파트,84.97,201902,21~28,38000,9,1994,시루봉로
493,서울특별시 도봉구 방학동,705-17,705,17,퍼스티안,13.6794,201902,21~28,9900,10,2013,도봉로150가길
494,서울특별시 도봉구 쌍문동,산69-1,69,1,금호2,69.82,201902,21~28,32000,11,1991,해등로
495,서울특별시 도봉구 쌍문동,153,153,0,기용,41.31,201902,11~20,15500,1,1988,도봉로127길
496,서울특별시 도봉구 쌍문동,02월 13일,13,2,대웅,44.82,201902,21~28,19500,1,1989,도당로
497,서울특별시 도봉구 쌍문동,285-5,285,5,동익미라벨,82.5,201901,21~31,30000,11,1987,우이천로32길
